asin,title,price,price_tier,rating,review_count,availability,summary,verdict,product_url
B0CHX1W1XY,Apple iPhone 15 (128 GB) - Black,"₹59,900.00",Premium,4.5 out of 5,"(11,372)",In stock,"The Apple iPhone 15 (128 GB) - Black is a premium-tier product priced at ₹59,900.00, with an very good customer rating from (11,372) reviews. Standout feature: DYNAMIC ISLAND COMES TO IPHONE 15 — Dynamic Island bubbles up alerts and Live Ac…. Currently in stock and ready to ship.",A very good premium choice — ideal for buyers who want top-of-the-line specs without compromise.,https://www.amazon.in/dp/B0CHX1W1XY
