asin,title,price,price_tier,rating,review_count,availability,summary,verdict,product_url
B0DHXFY8X1,Boldfit Tumbler Bottle Water Bottle with Lid and Straw 1.2L Stainless Steel Double Insulated Tumblers for Hot & Cold Drink 100% Leakproof Tumbler with Handle & Reusable Straw Sipper with Brush 1200ml,,Unknown,4.1 out of 5,(761),In stock,"The Boldfit Tumbler Bottle Water Bottle with Lid and S… is a unknown-tier product with unlisted pricing, with an very good customer rating from (761) reviews. Currently in stock and ready to ship.",A solid mid-range option with very good reviews — balances price and performance well.,https://www.amazon.in/dp/B0DHXFY8X1
