asin,title,price,price_tier,rating,review_count,availability,summary,verdict,product_url
B0GG7HGPRJ,Popular Willow Cricket Bat with Cover Bag for Boys & Girls Size 2 (for 4 to 6 Years Kids),₹274.35,Budget,1 out of 5,(1),In stock,"The Popular Willow Cricket Bat with Cover Bag for Boys… is a budget-tier product priced at ₹274.35, with an poor customer rating from (1) reviews. Standout feature: Made from quality popular willow, ideal for beginners and young cricket learners. Currently in stock and ready to ship.",A poor budget pick — great for cost-conscious buyers looking for reliable everyday performance.,https://www.amazon.in/dp/B0GG7HGPRJ
